server_id,server_name,ip_address,mac_address,location,country_code,timezone,os_version,cpu_usage,memory_usage,disk_usage,uptime,last_boot_time,cpu_model,ram_size,disk_size,network_speed,network_interface,server_status,server_type
959,Mr,188.28.44.166,8C-EB-4E-43-DF-11,Douentza,ML,Africa/Bamako,0.22,48.4,18.96,0.44,27,8/20/2022,Mrs,23.2,152.45,714.75,Rev,maintenance,database
960,Honorable,99.22.125.173,E5-41-95-65-C4-4C,Kouloúra,GR,Europe/Athens,2.75,27.08,63.33,84.79,93,7/10/2022,Mrs,30.23,175.39,697.97,Mrs,active,application
961,Ms,186.116.214.103,83-E9-9D-BD-67-98,Seka,TH,Asia/Bangkok,6.3,82.22,65.17,16.35,41,5/16/2022,Dr,4.36,263.17,512.44,Honorable,active,database
962,Mr,66.120.158.235,5E-60-59-DE-32-44,Talakag,PH,Asia/Manila,6.8,3.07,97.75,95.27,10,3/9/2022,Honorable,22.35,984.63,374.76,Honorable,inactive,database
963,Honorable,196.59.16.130,5A-43-35-0B-EB-6A,Novomoskovs’k,UA,Europe/Zaporozhye,6.54,27.31,45.62,92.85,18,1/13/2022,Mr,38.78,312.59,269.85,Honorable,active,database
964,Honorable,110.56.77.130,C3-FC-47-35-FD-65,São Mamede,PT,Europe/Lisbon,0.92,39.27,71.32,88.61,22,9/6/2022,Mr,45.85,182.65,606.09,Ms,inactive,database
965,Honorable,28.249.96.158,30-E8-56-05-78-C0,Shifo,CN,Asia/Shanghai,7.1,52.33,37.34,87.96,53,4/15/2022,Ms,12.61,403.99,381.43,Mr,maintenance,application
966,Ms,165.80.156.177,B4-11-11-D0-7E-66,Oyem,GA,Africa/Libreville,0.1.2,42.68,26.58,54.2,59,8/26/2022,Mrs,40.71,940.11,77.73,Rev,maintenance,web
967,Ms,86.204.78.121,0A-7D-C9-26-8C-0E,Bachaquero,VE,America/Caracas,0.8.2,54.54,44.1,52.61,69,11/12/2022,Mr,57.92,829.52,909.26,Rev,active,database
968,Rev,28.180.155.1,81-8E-B1-B7-10-95,Moss,NO,Europe/Oslo,2.9,31.69,80.33,31.49,48,4/29/2022,Honorable,14.83,992.39,485.72,Honorable,maintenance,application
969,Ms,66.219.111.174,D7-85-0D-2A-F3-8B,Huangliang,CN,Asia/Chongqing,9.7.1,53.28,92.9,74.8,28,12/20/2022,Mr,21.47,274.33,625.33,Rev,maintenance,application
970,Mrs,254.56.26.195,F2-15-0A-D1-95-3C,Belung Satu,ID,Asia/Jakarta,0.18,42.82,89.61,55.14,32,3/7/2022,Mrs,5,467.95,185.15,Mr,maintenance,web
971,Dr,101.231.179.204,14-48-1F-4E-10-B0,Tierra Blanca,MX,America/Mexico_City,0.1.9,38.68,5.87,14.67,53,1/12/2022,Dr,28.83,106.51,65.09,Rev,inactive,application
972,Rev,98.150.36.28,5B-8F-28-6F-97-93,Whittlesea,ZA,Africa/Johannesburg,0.2.8,48.17,29.05,63.69,63,12/31/2022,Mrs,3.54,218.53,921.19,Rev,maintenance,web
973,Ms,148.59.102.171,A4-08-20-6B-62-C9,Tonggu,CN,Asia/Chongqing,0.3.2,75.22,37.37,86.26,60,8/2/2022,Honorable,53.65,884.72,960.92,Dr,inactive,application
974,Mr,87.63.8.38,60-6E-C0-ED-3E-CC,Touying,CN,Asia/Harbin,0.5.7,77.7,71.69,91.26,79,9/7/2022,Mrs,56.27,464.32,770.57,Ms,inactive,application
975,Ms,104.130.197.182,6E-DC-71-55-A5-C9,Taluncemara,ID,Asia/Jakarta,0.2,5.03,56.09,86.16,40,6/29/2022,Honorable,23.45,901.48,375.2,Mr,active,database
976,Mrs,230.152.237.208,99-0F-6E-58-B5-39,Sundbyberg,SE,Europe/Stockholm,0.54,71.92,9.5,9.62,49,5/26/2022,Ms,57.9,750.54,145.08,Honorable,active,database
977,Mrs,67.62.48.215,15-5D-1A-52-0D-A0,Cergy-Pontoise,FR,Europe/Paris,4.4,60.43,72.53,26.32,57,6/4/2022,Mr,10.66,42.63,644.9,Ms,active,application
978,Rev,164.251.63.188,30-B3-A1-3B-5E-B3,Xumai,CN,Asia/Chongqing,8.79,50.91,70.72,0.25,87,3/31/2022,Mrs,33.07,370.18,364.48,Honorable,active,application
979,Dr,193.240.58.57,3B-70-92-CB-5F-C9,Aleg,MR,Africa/Dakar,7.7.7,87.56,32.23,93.36,74,1/21/2022,Mr,9.69,629.55,462.45,Mr,active,web
980,Ms,222.17.241.123,DD-DC-21-8E-C7-BD,Bairros,PT,Europe/Lisbon,9.6.5,7.45,63.91,43.99,17,12/15/2022,Honorable,37.61,15.74,309.8,Honorable,maintenance,web
981,Ms,10.77.217.33,A3-08-83-BD-76-23,Bangrat,ID,Asia/Jakarta,0.49,36.79,40.44,34.51,2,3/22/2022,Rev,37.21,277.07,707.83,Rev,maintenance,web
982,Mrs,73.39.68.41,A4-EB-C4-8B-50-C7,Sīnah,IQ,Asia/Baghdad,0.8.2,73.61,53.14,2.47,9,1/19/2022,Mrs,12.97,409.15,287.4,Ms,active,application
983,Ms,235.127.217.64,8F-8D-E0-A8-55-0A,Albardón,AR,America/Argentina/San_Juan,2.6.2,57.68,19.33,91.22,95,5/17/2022,Ms,21.36,521.03,882.29,Honorable,inactive,database
984,Rev,65.247.235.67,D8-19-0B-52-0F-1C,Nam Phong,TH,Asia/Bangkok,1.6,99.88,89.01,17.61,10,3/30/2022,Ms,20.78,599.49,221.51,Honorable,inactive,web
985,Dr,138.226.158.203,80-B0-CB-BB-F7-DD,Andrézieux-Bouthéon,FR,Europe/Paris,7.8,0.07,60.8,44.28,3,11/9/2022,Honorable,26.65,404.17,193.05,Honorable,maintenance,web
986,Dr,63.237.95.55,3F-0F-7F-CE-8D-B5,El Ocotón,HN,America/Tegucigalpa,9.8.8,12.47,29.78,48.58,13,8/27/2022,Dr,32.11,845.81,893.12,Honorable,inactive,web
987,Mr,136.83.44.82,8F-12-A6-A2-10-F3,Jasugih Selatan,ID,Asia/Jakarta,4.2.7,12.31,89.71,80.11,82,11/30/2022,Honorable,10.04,882.03,301.9,Mrs,inactive,database
988,Rev,199.254.247.55,F0-03-1B-AA-BF-00,Huinca Renancó,AR,America/Argentina/Salta,1.1.3,94.98,77.3,49.91,16,9/27/2022,Dr,63.48,250.91,834.18,Dr,inactive,application
989,Mr,243.165.158.177,F6-A0-DB-61-17-67,Alurbulu,ID,Asia/Jakarta,0.9.1,69.77,80.79,51.95,77,2/4/2022,Rev,41.5,711.82,210.67,Ms,inactive,database
990,Honorable,127.171.140.18,C0-D2-9D-51-72-B6,Tieshan,CN,Asia/Chongqing,0.34,39.05,36.09,42,68,4/26/2022,Dr,34.01,933.85,970.73,Honorable,active,application
991,Mr,124.98.134.230,81-6D-6C-F9-A6-7F,Tempe,US,America/Phoenix,8.9,29.11,32.75,77.63,31,7/11/2022,Mr,45.18,33.96,257.69,Mrs,maintenance,database
992,Mr,162.84.129.253,EB-33-96-56-0B-CC,Berezovo,UA,Europe/Uzhgorod,3.5.3,18.05,5.55,51.14,58,1/3/2022,Ms,2.52,990.88,685.99,Ms,maintenance,database
993,Honorable,125.89.219.243,CF-40-81-C6-C9-E9,Phatthaya,TH,Asia/Bangkok,5.9,8.53,66.34,22.09,86,11/23/2022,Honorable,15.9,175.96,714.93,Ms,active,database
994,Mrs,228.157.208.190,DE-3C-68-A2-0A-AA,Lenger,KZ,Asia/Almaty,0.51,9.76,79.62,96.8,98,9/25/2022,Mr,2.94,291.7,554.8,Mrs,active,application
995,Honorable,78.86.31.166,E2-EA-69-FF-11-21,Ōdachō-ōda,JP,Asia/Tokyo,0.9.9,23.28,31.34,34.02,25,1/21/2022,Dr,45.2,413.74,876.52,Mrs,active,application
996,Ms,55.76.201.15,E7-5B-64-BE-26-0E,Majingklak,ID,Asia/Jakarta,0.7.5,29.81,70.26,43.81,33,10/20/2022,Mrs,4.39,309.27,15.44,Dr,active,database
997,Rev,138.234.198.248,A4-7B-A5-74-9B-68,Teminabuan,ID,Asia/Jayapura,3.0.2,60.73,54.75,40.1,82,10/8/2022,Ms,29.95,432.75,380.22,Honorable,active,application
998,Dr,160.120.62.10,2C-2A-EE-4D-D9-2C,Urjala,FI,Europe/Helsinki,0.2.5,64.13,47.6,40.98,4,1/2/2022,Mrs,36.35,928.98,570.31,Mrs,maintenance,database
999,Dr,141.152.95.146,59-38-41-A4-95-C8,Xijia,CN,Asia/Chongqing,0.9.4,16.22,62.36,1.09,39,6/25/2022,Honorable,38.73,136.88,510.89,Rev,inactive,application
1000,Mrs,221.63.9.144,49-C7-66-EB-AB-00,Digne-les-Bains,FR,Europe/Paris,7.2,32.72,3.53,56.93,3,10/27/2022,Mr,26.12,425.29,174.19,Dr,maintenance,database
1001,MR,55.78.129.13,E7-5B-64-BE-54-8R,Hoopla,RN,Gibraltar,0.1.9,33.68,100.26,77.11,40,10/20/2022,Mr,9.56,501.99,20.02,Rev,active,database
